"filename", "language", "Markdown", "C", "C++", "Lua", "Ini", "YAML", "XML", "Objective-C++", "Shell Script", "Python", "GLSL", "Makefile", "Batch", "HTML", "Groovy", "reStructuredText", "kotlin", "CSS", "Objective-C", "JavaScript", "SCSS", "comment", "blank", "total"
"e:\Development\Orion\Orion-Editor\imgui.ini", "Ini", 0, 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 104
"e:\Development\Orion\Orion-Editor\src\EditLayer2D.h", "C", 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 70, 199
"e:\Development\Orion\Orion-Editor\src\EditLayer3D.h", "C", 0, 274, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 150, 475
"e:\Development\Orion\Orion-Editor\src\OrionEditorApp.cpp", "C++", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12, 34
"e:\Development\Orion\Orion-Editor\src\test\Skeleton.cpp", "C++", 0, 0, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 23, 223
"e:\Development\Orion\Orion-Editor\src\test\Skeleton.h", "C", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17, 59
"e:\Development\Orion\Orion\src\Orion.h", "C", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 20, 56
"e:\Development\Orion\Orion\src\Orion\Core\AdvanceCamerasFamily\CamerasController.cpp", "C++", 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23, 123
"e:\Development\Orion\Orion\src\Orion\Core\AdvanceCamerasFamily\CamerasController.h", "C", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14, 48
"e:\Development\Orion\Orion\src\Orion\Core\AnimationLib2D\AnimationLibrary.cpp", "C++", 0, 0, 187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 272
"e:\Development\Orion\Orion\src\Orion\Core\AnimationLib2D\AnimationLibrary.h", "C", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 50
"e:\Development\Orion\Orion\src\Orion\Core\Application.cpp", "C++", 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 27, 111
"e:\Development\Orion\Orion\src\Orion\Core\Application.h", "C", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18, 57
"e:\Development\Orion\Orion\src\Orion\Core\ConstValues.h", "C", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"e:\Development\Orion\Orion\src\Orion\Core\Core.h", "C", 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 13, 98
"e:\Development\Orion\Orion\src\Orion\Core\EntryPoint.h", "C", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 23
"e:\Development\Orion\Orion\src\Orion\Core\Input.h", "C", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 26
"e:\Development\Orion\Orion\src\Orion\Core\Instrumentor.h", "C", 0, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 27, 143
"e:\Development\Orion\Orion\src\Orion\Core\KeyCodes.h", "C", 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 129
"e:\Development\Orion\Orion\src\Orion\Core\Log.cpp", "C++", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 23
"e:\Development\Orion\Orion\src\Orion\Core\Log.h", "C", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 36
"e:\Development\Orion\Orion\src\Orion\Core\MathHelper.h", "C", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 34
"e:\Development\Orion\Orion\src\Orion\Core\MouseButtonCodes.h", "C", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 15
"e:\Development\Orion\Orion\src\Orion\Core\OpenGLDefines.h", "C", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 18
"e:\Development\Orion\Orion\src\Orion\Core\TimeHelper.cpp", "C++", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19
"e:\Development\Orion\Orion\src\Orion\Core\TimeHelper.h", "C", 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18, 78
"e:\Development\Orion\Orion\src\Orion\Core\Window.h", "C", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15, 64
"e:\Development\Orion\Orion\src\Orion\Events\ApplicationEvent.h", "C", 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 70
"e:\Development\Orion\Orion\src\Orion\Events\Event.h", "C", 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15, 76
"e:\Development\Orion\Orion\src\Orion\Events\KeyEvent.h", "C", 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 80
"e:\Development\Orion\Orion\src\Orion\Events\MouseEvent.h", "C", 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 92
"e:\Development\Orion\Orion\src\Orion\ImGui\ImGuiBuild.cpp", "C++", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7
"e:\Development\Orion\Orion\src\Orion\ImGui\ImGuiLayer.cpp", "C++", 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 21, 104
"e:\Development\Orion\Orion\src\Orion\ImGui\ImGuiLayer.h", "C", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 38
"e:\Development\Orion\Orion\src\Orion\Layers\Layer.cpp", "C++", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13
"e:\Development\Orion\Orion\src\Orion\Layers\Layer.h", "C", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 30
"e:\Development\Orion\Orion\src\Orion\Layers\LayerStack.cpp", "C++", 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 56
"e:\Development\Orion\Orion\src\Orion\Layers\LayerStack.h", "C", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 35
"e:\Development\Orion\Orion\src\Orion\Renderer\Cameras\DummyCamera.cpp", "C++", 0, 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 30, 127
"e:\Development\Orion\Orion\src\Orion\Renderer\Cameras\DummyCamera.h", "C", 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 137
"e:\Development\Orion\Orion\src\Orion\Renderer\Cameras\OrthographicCamera.cpp", "C++", 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 26, 96
"e:\Development\Orion\Orion\src\Orion\Renderer\Cameras\OrthographicCamera.h", "C", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16, 42
"e:\Development\Orion\Orion\src\Orion\Renderer\Cameras\PerspectiveCamera.cpp", "C++", 0, 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 166
"e:\Development\Orion\Orion\src\Orion\Renderer\Cameras\PerspectiveCamera.h", "C", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 42
"e:\Development\Orion\Orion\src\Orion\Renderer\GraphicsCore\Buffer.cpp", "C++", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 55
"e:\Development\Orion\Orion\src\Orion\Renderer\GraphicsCore\Buffer.h", "C", 0, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 140
"e:\Development\Orion\Orion\src\Orion\Renderer\GraphicsCore\Framebuffer.cpp", "C++", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 23
"e:\Development\Orion\Orion\src\Orion\Renderer\GraphicsCore\Framebuffer.h", "C", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 60
"e:\Development\Orion\Orion\src\Orion\Renderer\GraphicsCore\Shader.cpp", "C++", 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 91
"e:\Development\Orion\Orion\src\Orion\Renderer\GraphicsCore\Shader.h", "C", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 75
"e:\Development\Orion\Orion\src\Orion\Renderer\GraphicsCore\SubTexture.cpp", "C++", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 51
"e:\Development\Orion\Orion\src\Orion\Renderer\GraphicsCore\SubTexture.h", "C", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 32
"e:\Development\Orion\Orion\src\Orion\Renderer\GraphicsCore\Texture.cpp", "C++", 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 83
"e:\Development\Orion\Orion\src\Orion\Renderer\GraphicsCore\Texture.h", "C", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 25, 68
"e:\Development\Orion\Orion\src\Orion\Renderer\GraphicsCore\VertexArray.cpp", "C++", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 28
"e:\Development\Orion\Orion\src\Orion\Renderer\GraphicsCore\VertexArray.h", "C", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 31
"e:\Development\Orion\Orion\src\Orion\Renderer\GraphicsObjects\LightCasters\DirectionalLight.cpp", "C++", 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 65
"e:\Development\Orion\Orion\src\Orion\Renderer\GraphicsObjects\LightCasters\DirectionalLight.h", "C", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 41
"e:\Development\Orion\Orion\src\Orion\Renderer\GraphicsObjects\LightCasters\PointLight.cpp", "C++", 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 81
"e:\Development\Orion\Orion\src\Orion\Renderer\GraphicsObjects\LightCasters\PointLight.h", "C", 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 51
"e:\Development\Orion\Orion\src\Orion\Renderer\GraphicsObjects\LightCasters\SpotLight.cpp", "C++", 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 71
"e:\Development\Orion\Orion\src\Orion\Renderer\GraphicsObjects\LightCasters\SpotLight.h", "C", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14, 58
"e:\Development\Orion\Orion\src\Orion\Renderer\GraphicsObjects\LightSource.cpp", "C++", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5
"e:\Development\Orion\Orion\src\Orion\Renderer\GraphicsObjects\LightSource.h", "C", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 59
"e:\Development\Orion\Orion\src\Orion\Renderer\GraphicsObjects\Mesh.cpp", "C++", 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20, 79
"e:\Development\Orion\Orion\src\Orion\Renderer\GraphicsObjects\Mesh.h", "C", 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 60
"e:\Development\Orion\Orion\src\Orion\Renderer\GraphicsObjects\Model.cpp", "C++", 0, 0, 275, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 106, 430
"e:\Development\Orion\Orion\src\Orion\Renderer\GraphicsObjects\Model.h", "C", 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 29, 90
"e:\Development\Orion\Orion\src\Orion\Renderer\GraphicsRendering\AnimationRenderer2D.cpp", "C++", 0, 0, 237, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 46, 287
"e:\Development\Orion\Orion\src\Orion\Renderer\GraphicsRendering\AnimationRenderer2D.h", "C", 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 138
"e:\Development\Orion\Orion\src\Orion\Renderer\GraphicsRendering\GraphicsContext.h", "C", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
"e:\Development\Orion\Orion\src\Orion\Renderer\GraphicsRendering\RenderCommand.cpp", "C++", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10
"e:\Development\Orion\Orion\src\Orion\Renderer\GraphicsRendering\RenderCommand.h", "C", 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 80
"e:\Development\Orion\Orion\src\Orion\Renderer\GraphicsRendering\Renderer.cpp", "C++", 0, 0, 274, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 131, 408
"e:\Development\Orion\Orion\src\Orion\Renderer\GraphicsRendering\Renderer.h", "C", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 62
"e:\Development\Orion\Orion\src\Orion\Renderer\GraphicsRendering\Renderer2D.cpp", "C++", 0, 0, 375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 127, 545
"e:\Development\Orion\Orion\src\Orion\Renderer\GraphicsRendering\Renderer2D.h", "C", 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29, 85
"e:\Development\Orion\Orion\src\Orion\Renderer\GraphicsRendering\RendererAPI.cpp", "C++", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9
"e:\Development\Orion\Orion\src\Orion\Renderer\GraphicsRendering\RendererAPI.h", "C", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 42
"e:\Development\Orion\Orion\src\Platform\OpenGL\DefaultShaders\CubemapDepthShader.glsl", "GLSL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17, 77
"e:\Development\Orion\Orion\src\Platform\OpenGL\DefaultShaders\CubemapShader.glsl", "GLSL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 37
"e:\Development\Orion\Orion\src\Platform\OpenGL\DefaultShaders\GaussianBlurShader.glsl", "GLSL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 56
"e:\Development\Orion\Orion\src\Platform\OpenGL\DefaultShaders\LightShader.glsl", "GLSL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 44
"e:\Development\Orion\Orion\src\Platform\OpenGL\DefaultShaders\LineShader.glsl", "GLSL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 30
"e:\Development\Orion\Orion\src\Platform\OpenGL\DefaultShaders\PhongShader.glsl", "GLSL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 256, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 121, 402
"e:\Development\Orion\Orion\src\Platform\OpenGL\DefaultShaders\PostProcessingShader .glsl", "GLSL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14, 46
"e:\Development\Orion\Orion\src\Platform\OpenGL\DefaultShaders\QuadShader.glsl", "GLSL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14, 43
"e:\Development\Orion\Orion\src\Platform\OpenGL\DefaultShaders\SelectModelShader.glsl", "GLSL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 51
"e:\Development\Orion\Orion\src\Platform\OpenGL\DefaultShaders\TextureDepthShader.glsl", "GLSL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16, 49
"e:\Development\Orion\Orion\src\Platform\OpenGL\OpenGLBuffer.cpp", "C++", 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 23, 95
"e:\Development\Orion\Orion\src\Platform\OpenGL\OpenGLBuffer.h", "C", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 45
"e:\Development\Orion\Orion\src\Platform\OpenGL\OpenGLContext.cpp", "C++", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 35
"e:\Development\Orion\Orion\src\Platform\OpenGL\OpenGLContext.h", "C", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 21
"e:\Development\Orion\Orion\src\Platform\OpenGL\OpenGLFramebuffer.cpp", "C++", 0, 0, 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 49, 182
"e:\Development\Orion\Orion\src\Platform\OpenGL\OpenGLFramebuffer.h", "C", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22, 56
"e:\Development\Orion\Orion\src\Platform\OpenGL\OpenGLRendererAPI.cpp", "C++", 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 21, 99
"e:\Development\Orion\Orion\src\Platform\OpenGL\OpenGLRendererAPI.h", "C", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 30
"e:\Development\Orion\Orion\src\Platform\OpenGL\OpenGLShader.cpp", "C++", 0, 0, 306, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 44, 351
"e:\Development\Orion\Orion\src\Platform\OpenGL\OpenGLShader.h", "C", 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 40, 94
"e:\Development\Orion\Orion\src\Platform\OpenGL\OpenGLTexture.cpp", "C++", 0, 0, 183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 74, 282
"e:\Development\Orion\Orion\src\Platform\OpenGL\OpenGLTexture.h", "C", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 56
"e:\Development\Orion\Orion\src\Platform\OpenGL\OpenGLVertexArray.cpp", "C++", 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 89
"e:\Development\Orion\Orion\src\Platform\OpenGL\OpenGLVertexArray.h", "C", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 28
"e:\Development\Orion\Orion\src\Platform\Windows\WindowsInput.cpp", "C++", 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 97
"e:\Development\Orion\Orion\src\Platform\Windows\WindowsWindow.cpp", "C++", 0, 0, 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 40, 201
"e:\Development\Orion\Orion\src\Platform\Windows\WindowsWindow.h", "C", 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 78
"e:\Development\Orion\Orion\src\oripch.cpp", "C++", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"e:\Development\Orion\Orion\src\oripch.h", "C", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 25
"e:\Development\Orion\Orion\vendor\GLFW\.appveyor.yml", "YAML", 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 48
"e:\Development\Orion\Orion\vendor\GLFW\.github\workflows\build.yml", "YAML", 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 94
"e:\Development\Orion\Orion\vendor\GLFW\CONTRIBUTORS.md", "Markdown", 250, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 254
"e:\Development\Orion\Orion\vendor\GLFW\LICENSE.md", "Markdown", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 24
"e:\Development\Orion\Orion\vendor\GLFW\README.md", "Markdown", 353, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 399
"e:\Development\Orion\Orion\vendor\GLFW\deps\getopt.c", "C", 0, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 33, 231
"e:\Development\Orion\Orion\vendor\GLFW\deps\getopt.h", "C", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 10, 58
"e:\Development\Orion\Orion\vendor\GLFW\deps\glad\gl.h", "C", 0, 5658, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 183, 156, 5997
"e:\Development\Orion\Orion\vendor\GLFW\deps\glad\gles2.h", "C", 0, 1467, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 183, 156, 1806
"e:\Development\Orion\Orion\vendor\GLFW\deps\glad\vulkan.h", "C", 0, 3998, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 549, 4613
"e:\Development\Orion\Orion\vendor\GLFW\deps\linmath.h", "C", 0, 518, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 69, 607
"e:\Development\Orion\Orion\vendor\GLFW\deps\mingw\_mingw_dxhelper.h", "C", 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 118
